Date,day_name,month_name,Sales,Quantity Sold,daily_sales_price_per_unit,Cost Of Sales,daily_gross_profit_percent_per_unit,avg_unit_sales_price
2013-12-30,Mon,Dec,223937.9679,6827,32.8,230079.621,-2.74,35.4
2013-12-31,Tue,Dec,300345.4846,9268,32.41,306986.1205,-2.21,35.4
2014-01-01,Wed,Jan,86782.46773,2678,32.41,87986.31821,-1.39,35.4
2014-01-02,Thu,Jan,200173.1168,6175,32.42,202881.1777,-1.35,35.4
2014-01-03,Fri,Jan,326906.0742,10084,32.42,333806.2919,-2.11,35.4
2014-01-04,Sat,Jan,307043.9354,9470,32.42,313652.3483,-2.15,35.4
2014-01-05,Sun,Jan,179188.8845,5524,32.44,183083.285,-2.17,35.4
2014-01-06,Mon,Jan,306351.9509,9448,32.43,313446.0681,-2.32,35.4
2014-01-07,Tue,Jan,224020.41,6911,32.42,229533.9737,-2.46,35.4
2014-01-08,Wed,Jan,101836.4022,2990,34.06,99381.96752,2.41,35.4
2014-01-09,Thu,Jan,107804.3049,3159,34.13,104816.4585,2.77,35.4
2014-01-10,Fri,Jan,144829.9567,4246,34.11,141333.9963,2.41,35.4
2014-01-11,Sat,Jan,146571.4824,4297,34.11,143179.67,2.31,35.4
2014-01-12,Sun,Jan,95422.37298,2796,34.13,93126.14724,2.41,35.4
2014-01-13,Mon,Jan,114883.1738,3369,34.1,112186.3087,2.35,35.4
2014-01-14,Tue,Jan,80090.80008,2348,34.11,78096.76018,2.49,35.4
2014-01-15,Wed,Jan,98945.37116,2903,34.08,97159.00259,1.81,35.4
2014-01-16,Thu,Jan,84904.90171,2491,34.08,83350.43316,1.83,35.4
2014-01-17,Fri,Jan,135460.6197,3968,34.14,132703.3354,2.04,35.4
2014-01-18,Sat,Jan,149925.7497,4393,34.13,146928.4118,2,35.4
2014-01-19,Sun,Jan,74297.30718,2176,34.14,72782.28432,2.04,35.4
2014-01-20,Mon,Jan,83356.42456,2443,34.12,81789.13612,1.88,35.4
2014-01-21,Tue,Jan,89922.01429,2638,34.09,88388.91607,1.7,35.4
2014-01-22,Wed,Jan,57806.30278,1704,33.92,57157.28254,1.12,35.4
2014-01-23,Thu,Jan,63977.75035,1872,34.18,62863.98724,1.74,35.4
2014-01-24,Fri,Jan,116958.7998,3423,34.17,114823.7952,1.83,35.4
2014-01-25,Sat,Jan,155272.8248,4544,34.17,152636.2766,1.7,35.4
2014-01-26,Sun,Jan,82885.21591,2426,34.17,81583.16695,1.57,35.4
2014-01-27,Mon,Jan,72353.42588,2117,34.18,71377.15646,1.35,35.4
2014-01-28,Tue,Jan,50415.90376,1476,34.16,49769.09824,1.28,35.4
2014-01-29,Wed,Jan,67458.30189,1974,34.17,66529.442,1.38,35.4
2014-01-30,Thu,Jan,64640.36931,1892,34.17,63757.83987,1.37,35.4
2014-01-31,Fri,Jan,137693.8735,4030,34.17,135609.5076,1.51,35.4
2014-02-01,Sat,Feb,181209.1285,5304,34.16,178435.7153,1.53,35.4
2014-02-02,Sun,Feb,113433.581,3320,34.17,111466.5168,1.73,35.4
2014-02-03,Mon,Feb,143192.5334,4191,34.17,140505.6347,1.88,35.4
2014-02-04,Tue,Feb,130126.6499,3809,34.16,128496.2877,1.25,35.4
2014-02-05,Wed,Feb,187155.8685,5764,32.47,195078.6033,-4.23,35.4
2014-02-06,Thu,Feb,102314.7096,3028,33.79,101977.99,0.33,35.4
2014-02-07,Fri,Feb,301553.8426,9284,32.48,313529.1877,-3.97,35.4
2014-02-08,Sat,Feb,316073.1775,9737,32.46,329754.7795,-4.33,35.4
2014-02-09,Sun,Feb,135178.0426,4163,32.47,141530.7087,-4.7,35.4
2014-02-10,Mon,Feb,147727.5162,4552,32.45,154828.6846,-4.81,35.4
2014-02-11,Tue,Feb,135498.7464,4172,32.48,139824.1616,-3.19,35.4
2014-02-12,Wed,Feb,163432.8452,5037,32.45,166893.3689,-2.12,35.4
2014-02-13,Thu,Feb,138291.6333,4259,32.47,141027.4345,-1.98,35.4
2014-02-14,Fri,Feb,336901.3717,10381,32.45,343519.8755,-1.96,35.4
2014-02-15,Sat,Feb,367729.2682,11332,32.45,373973.5933,-1.7,35.4
2014-02-16,Sun,Feb,133913.8414,4127,32.45,136797.0774,-2.15,35.4
2014-02-17,Mon,Feb,150800.347,4649,32.44,152887.1064,-1.38,35.4
2014-02-18,Tue,Feb,55591.93034,1627,34.17,53463.24421,3.83,35.4
2014-02-19,Wed,Feb,106427.1918,3281,32.44,107736.4441,-1.23,35.4
2014-02-20,Thu,Feb,78940.55442,2310,34.17,75934.39482,3.81,35.4
2014-02-21,Fri,Feb,317916.3179,9802,32.43,322089.789,-1.31,35.4
2014-02-22,Sat,Feb,309217.8756,9772,31.64,320116.9243,-3.52,35.4
2014-02-23,Sun,Feb,138491.55,4270,32.43,140752.6016,-1.63,35.4
2014-02-24,Mon,Feb,133146.2222,4106,32.43,134505.4042,-1.02,35.4
2014-02-25,Tue,Feb,224994.6562,6937,32.43,227546.4466,-1.13,35.4
2014-02-26,Wed,Feb,225051.5915,6934,32.46,228214.1421,-1.41,35.4
2014-02-27,Thu,Feb,344299.6824,11082,31.07,365935.653,-6.28,35.4
2014-02-28,Fri,Feb,661876.5,20805,31.81,686656.791,-3.74,35.4
2014-03-01,Sat,Mar,846678.3882,26410,32.06,872081.585,-3,35.4
2014-03-02,Sun,Mar,478902.3049,15004,31.92,495554.4499,-3.48,35.4
2014-03-03,Mon,Mar,538827.2021,16884,31.91,557567.137,-3.48,35.4
2014-03-04,Tue,Mar,310346.1213,9789,31.7,323325.0299,-4.18,35.4
2014-03-05,Wed,Mar,256390.5222,8079,31.74,267308.5071,-4.26,35.4
2014-03-06,Thu,Mar,167803.6598,5072,33.08,168135.69,-0.2,35.4
2014-03-07,Fri,Mar,465318.0215,14551,31.98,483774.5967,-3.97,35.4
2014-03-08,Sat,Mar,520146.7496,16262,31.99,541498.9582,-4.11,35.4
2014-03-09,Sun,Mar,224699.2528,7014,32.04,233589.983,-3.96,35.4
2014-03-10,Mon,Mar,286230.6789,8932,32.05,297642.8914,-3.99,35.4
2014-03-11,Tue,Mar,187143.0181,5737,32.62,191499.0428,-2.33,35.4
2014-03-12,Wed,Mar,191700.3891,5903,32.48,197153.424,-2.84,35.4
2014-03-13,Thu,Mar,164663.9676,5056,32.57,168975.174,-2.62,35.4
2014-03-14,Fri,Mar,395941.3451,12167,32.54,406765.914,-2.73,35.4
2014-03-15,Sat,Mar,518183.2104,15971,32.45,534383.1431,-3.13,35.4
2014-03-16,Sun,Mar,226617.9549,6968,32.52,233191.1046,-2.9,35.4
2014-03-17,Mon,Mar,243707.8719,7494,32.52,250794.2213,-2.91,35.4
2014-03-18,Tue,Mar,94849.7438,2707,35.04,90571.58892,4.51,35.4
2014-03-19,Wed,Mar,92386.78307,2637,35.03,88255.84099,4.47,35.4
2014-03-20,Thu,Mar,180394.8277,5149,35.03,172344.3044,4.46,35.4
2014-03-21,Fri,Mar,200939.6924,5735,35.04,192019.1443,4.44,35.4
2014-03-22,Sat,Mar,172953.9247,4936,35.04,165201.305,4.48,35.4
2014-03-23,Sun,Mar,70194.79954,2003,35.04,67061.62271,4.46,35.4
2014-03-24,Mon,Mar,81378.21463,2323,35.03,77703.64633,4.52,35.4
2014-03-25,Tue,Mar,130227.0147,3822,34.07,127394.2892,2.18,35.4
2014-03-26,Wed,Mar,125310.0364,3666,34.18,122275.1026,2.42,35.4
2014-03-27,Thu,Mar,119452.3396,3543,33.72,118186.575,1.06,35.4
2014-03-28,Fri,Mar,276174.7693,8130,33.97,271550.8956,1.67,35.4
2014-03-29,Sat,Mar,357369.2669,10518,33.98,352250.8301,1.43,35.4
2014-03-30,Sun,Mar,163865.4903,4791,34.2,160525.4269,2.04,35.4
2014-03-31,Mon,Mar,190719.6145,5583,34.16,187072.5952,1.91,35.4
2014-04-01,Tue,Apr,244535.2052,7155,34.18,239700.6848,1.98,35.4
2014-04-02,Wed,Apr,155620.5038,4575,34.02,153366.0188,1.45,35.4
2014-04-03,Thu,Apr,136001.9782,3997,34.03,134523.0686,1.09,35.4
2014-04-04,Fri,Apr,190559.8875,5558,34.29,187742.3,1.48,35.4
2014-04-05,Sat,Apr,217110.5025,6320,34.35,213540.7342,1.64,35.4
2014-04-06,Sun,Apr,119190.1,3447,34.58,116856.3146,1.96,35.4
2014-04-07,Mon,Apr,131910.1975,3854,34.23,130784.4447,0.85,35.4
2014-04-08,Tue,Apr,118921.3077,3394,35.04,115305.8052,3.04,35.4
2014-04-09,Wed,Apr,124828.2828,3563,35.03,121264.7031,2.85,35.4
2014-04-10,Thu,Apr,179326.4902,5380,33.33,183278.5024,-2.2,35.4
2014-04-11,Fri,Apr,318949.8171,9573,33.32,326322.526,-2.31,35.4
2014-04-12,Sat,Apr,375031.1093,11250,33.34,383727.194,-2.32,35.4
2014-04-13,Sun,Apr,166393.5407,4990,33.35,170061.8641,-2.2,35.4
2014-04-14,Mon,Apr,193652.3278,5810,33.33,198212.0687,-2.35,35.4
2014-04-15,Tue,Apr,249805.5172,7497,33.32,255956.654,-2.46,35.4
2014-04-16,Wed,Apr,294023.4109,8821,33.33,301522.3523,-2.55,35.4
2014-04-17,Thu,Apr,612236.0058,18366,33.34,627927.7587,-2.56,35.4
2014-04-18,Fri,Apr,464815.5179,13940,33.34,476692.5437,-2.56,35.4
2014-04-19,Sat,Apr,360480.9404,10814,33.33,369765.6128,-2.58,35.4
2014-04-20,Sun,Apr,114279.5773,3429,33.33,117190.8262,-2.55,35.4
2014-04-21,Mon,Apr,161170.8204,4834,33.34,165415.0838,-2.63,35.4
2014-04-22,Tue,Apr,182483.1465,5475,33.33,187344.7372,-2.66,35.4
2014-04-23,Wed,Apr,109358.4125,3121,35.04,106849.8988,2.29,35.4
2014-04-24,Thu,Apr,98430.11411,2809,35.04,96197.48223,2.27,35.4
2014-04-25,Fri,Apr,295741.347,8537,34.64,292327.0283,1.15,35.4
2014-04-26,Sat,Apr,285053.9799,8209,34.72,281159.5811,1.37,35.4
2014-04-27,Sun,Apr,124964.7965,3592,34.79,123042.159,1.54,35.4
2014-04-28,Mon,Apr,124175.8084,3576,34.72,122516.0657,1.34,35.4
2014-04-29,Tue,Apr,131842.5716,3807,34.63,130405.2639,1.09,35.4
2014-04-30,Wed,Apr,154850.0573,4398,35.21,150644.3482,2.72,35.4
2014-05-01,Thu,May,180294.2687,5124,35.19,175656.6504,2.57,35.4
2014-05-02,Fri,May,163849.0358,4581,35.77,157300.6256,4,35.4
2014-05-03,Sat,May,131436.7924,3697,35.55,127601.9447,2.92,35.4
2014-05-04,Sun,May,93082.04396,2642,35.23,91601.50654,1.59,35.4
2014-05-05,Mon,May,110887.0133,3154,35.16,109460.1532,1.29,35.4
2014-05-06,Tue,May,119385.5754,3324,35.92,115693.1066,3.09,35.4
2014-05-07,Wed,May,91719.58938,2677,34.26,93157.17058,-1.57,35.4
2014-05-08,Thu,May,96335.44895,2683,35.91,93696.21614,2.74,35.4
2014-05-09,Fri,May,303226.2984,9328,32.51,325836.9401,-7.46,35.4
2014-05-10,Sat,May,431695.7092,13306,32.44,465253.8157,-7.77,35.4
2014-05-11,Sun,May,200407.2771,6173,32.47,215907.8249,-7.73,35.4
2014-05-12,Mon,May,183413.7083,5653,32.45,197835.4951,-7.86,35.4
2014-05-13,Tue,May,146166.6011,4503,32.46,157693.1893,-7.89,35.4
2014-05-14,Wed,May,201120.7276,6253,32.16,218098.7619,-8.44,35.4
2014-05-15,Thu,May,270123.5508,8408,32.13,289864.7985,-7.31,35.4
2014-05-16,Fri,May,415315.3839,12949,32.07,441790.7672,-6.37,35.4
2014-05-17,Sat,May,498716.9976,15508,32.16,526707.377,-5.61,35.4
2014-05-18,Sun,May,166433.1721,5141,32.37,174376.6325,-4.77,35.4
2014-05-19,Mon,May,168520.6294,5194,32.45,175540.1155,-4.17,35.4
2014-05-20,Tue,May,178123.5321,5550,32.09,187748.1722,-5.4,35.4
2014-05-21,Wed,May,194878.8026,6070,32.11,204460.6654,-4.92,35.4
2014-05-22,Thu,May,115475.0969,3421,33.75,115011.3226,0.4,35.4
2014-05-23,Fri,May,430521.0245,13384,32.17,449274.1863,-4.36,35.4
2014-05-24,Sat,May,590642.8257,18356,32.18,614245.7941,-4,35.4
2014-05-25,Sun,May,210764.718,6500,32.43,217364.463,-3.13,35.4
2014-05-26,Mon,May,218189.3485,6752,32.31,225607.5952,-3.4,35.4
2014-05-27,Tue,May,226132.4639,7023,32.2,234496.5128,-3.7,35.4
2014-05-28,Wed,May,243720.868,7579,32.16,252929.2947,-3.78,35.4
2014-05-29,Thu,May,207429.429,6448,32.17,215118.8465,-3.71,35.4
2014-05-30,Fri,May,503149.4313,15637,32.18,521651.0861,-3.68,35.4
2014-05-31,Sat,May,603748.7895,18775,32.16,626259.3868,-3.73,35.4
2014-06-01,Sun,Jun,456017.4631,14188,32.14,473223.9807,-3.77,35.4
2014-06-02,Mon,Jun,425845.196,13256,32.12,442155.9912,-3.83,35.4
2014-06-03,Tue,Jun,328217.77,10223,32.11,340913.5917,-3.87,35.4
2014-06-04,Wed,Jun,286405.9988,8904,32.17,296902.6725,-3.66,35.4
2014-06-05,Thu,Jun,184989.8887,5783,31.99,192824.8901,-4.24,35.4
2014-06-06,Fri,Jun,288118.3044,9005,32,300213.5594,-4.2,35.4
2014-06-07,Sat,Jun,391930.878,12222,32.07,407438.9196,-3.96,35.4
2014-06-08,Sun,Jun,193772.5811,6037,32.1,201254.7125,-3.86,35.4
2014-06-09,Mon,Jun,214177.9834,6607,32.42,220255.2192,-2.84,35.4
2014-06-10,Tue,Jun,188334.5212,5857,32.16,195254.781,-3.67,35.4
2014-06-11,Wed,Jun,174324.9948,5429,32.11,180978.601,-3.82,35.4
2014-06-12,Thu,Jun,200271.5643,6232,32.14,207757.703,-3.74,35.4
2014-06-13,Fri,Jun,468701.6302,14585,32.14,486180.5444,-3.73,35.4
2014-06-14,Sat,Jun,473425.7542,14745,32.11,492135.2923,-3.95,35.4
2014-06-15,Sun,Jun,224232.1214,6991,32.07,233554.0322,-4.16,35.4
2014-06-16,Mon,Jun,185606.275,5788,32.07,193340.3154,-4.17,35.4
2014-06-17,Tue,Jun,212687.5094,6632,32.07,221403.645,-4.1,35.4
2014-06-18,Wed,Jun,184259.6924,5752,32.03,192057.5108,-4.23,35.4
2014-06-19,Thu,Jun,113735.8162,3578,31.79,119544.0198,-5.11,35.4
2014-06-20,Fri,Jun,203165.083,6119,33.2,205350.6431,-1.08,35.4
2014-06-21,Sat,Jun,203345.2446,6161,33.01,206918.9126,-1.76,35.4
2014-06-22,Sun,Jun,134944.489,4015,33.61,135372.527,-0.32,35.4
2014-06-23,Mon,Jun,138298.2102,4133,33.46,139206.0269,-0.66,35.4
2014-06-24,Tue,Jun,36692.67986,1047,35.05,35299.06424,3.8,35.4
2014-06-25,Wed,Jun,56077.54269,1601,35.03,53925.25763,3.84,35.4
2014-06-26,Thu,Jun,55780.70745,1592,35.04,53688.2412,3.75,35.4
2014-06-27,Fri,Jun,131721.2383,3759,35.04,127302.4271,3.35,35.4
2014-06-28,Sat,Jun,146169.0766,4172,35.04,141012.3294,3.53,35.4
2014-06-29,Sun,Jun,62073.58541,1772,35.03,60083.86984,3.21,35.4
2014-06-30,Mon,Jun,93619.84699,2672,35.04,90294.37609,3.55,35.4
2014-07-01,Tue,Jul,180183.0314,5143,35.03,173842.9209,3.52,35.4
2014-07-02,Wed,Jul,104760.7062,2990,35.04,101615.732,3,35.4
2014-07-03,Thu,Jul,93450.53368,2667,35.04,90927.08966,2.7,35.4
2014-07-04,Fri,Jul,98087.5559,2799,35.04,95423.27399,2.72,35.4
2014-07-05,Sat,Jul,117562.2629,3355,35.04,114395.6276,2.69,35.4
2014-07-06,Sun,Jul,70153.08097,2002,35.04,68252.24221,2.71,35.4
2014-07-07,Mon,Jul,68918.41529,1967,35.04,66990.88135,2.8,35.4
2014-07-08,Tue,Jul,108417.4028,3094,35.04,105373.3,2.81,35.4
2014-07-09,Wed,Jul,81802.60821,2335,35.03,79496.49424,2.82,35.4
2014-07-10,Thu,Jul,103998.5597,2968,35.04,101270.9711,2.62,35.4
2014-07-11,Fri,Jul,134018.0893,3825,35.04,130633.2627,2.53,35.4
2014-07-12,Sat,Jul,99277.2995,2833,35.04,96688.49781,2.61,35.4
2014-07-13,Sun,Jul,49705.232,1419,35.03,48370.30899,2.69,35.4
2014-07-14,Mon,Jul,75384.57455,2151,35.05,73393.44659,2.64,35.4
2014-07-15,Tue,Jul,110288.2342,3148,35.03,107437.381,2.58,35.4
2014-07-16,Wed,Jul,156536.6862,4825,32.44,164641.354,-5.18,35.4
2014-07-17,Thu,Jul,80823.0592,2307,35.03,78844.8605,2.45,35.4
2014-07-18,Fri,Jul,124615.6856,3557,35.03,121612.1789,2.41,35.4
2014-07-19,Sat,Jul,242758.9505,7485,32.43,255779.8545,-5.36,35.4
2014-07-20,Sun,Jul,85078.24369,2428,35.04,83020.51413,2.42,35.4
2014-07-21,Mon,Jul,86738.06743,2475,35.05,84643.27183,2.42,35.4
2014-07-22,Tue,Jul,56673.61581,1618,35.03,55278.70783,2.46,35.4
2014-07-23,Wed,Jul,165742.1705,5106,32.46,173725.3575,-4.82,35.4
2014-07-24,Thu,Jul,95618.2488,2729,35.04,92416.90384,3.35,35.4
2014-07-25,Fri,Jul,515698.7958,15897,32.44,538260.2718,-4.37,35.4
2014-07-26,Sat,Jul,562590.3665,17343,32.44,586670.5141,-4.28,35.4
2014-07-27,Sun,Jul,266305.9259,8207,32.45,277238.0104,-4.11,35.4
2014-07-28,Mon,Jul,292634.7457,9018,32.45,304508.379,-4.06,35.4
2014-07-29,Tue,Jul,212360.9931,6548,32.43,221017.0731,-4.08,35.4
2014-07-30,Wed,Jul,198019.3321,6102,32.45,205903.8249,-3.98,35.4
2014-07-31,Thu,Jul,295508.3273,9108,32.44,307222.3954,-3.96,35.4
2014-08-01,Fri,Aug,611894.6732,18867,32.43,636341.3159,-4,35.4
2014-08-02,Sat,Aug,628685.2188,19384,32.43,653779.9635,-3.99,35.4
2014-08-03,Sun,Aug,307272.6837,9473,32.44,319500.0095,-3.98,35.4
2014-08-04,Mon,Aug,362106.5326,11170,32.42,376645.7509,-4.02,35.4
2014-08-05,Tue,Aug,262349.591,8091,32.42,272809.2904,-3.99,35.4
2014-08-06,Wed,Aug,80697.9035,2303,35.04,77649.63653,3.78,35.4
2014-08-07,Thu,Aug,103272.6227,2947,35.04,99367.23322,3.78,35.4
2014-08-08,Fri,Aug,439421.4221,13542,32.45,456509.6219,-3.89,35.4
2014-08-09,Sat,Aug,408616.3506,12588,32.46,424340.9494,-3.85,35.4
2014-08-10,Sun,Aug,195866.773,6032,32.47,203331.4348,-3.81,35.4
2014-08-11,Mon,Aug,232347.3532,7158,32.46,241134.5278,-3.78,35.4
2014-08-12,Tue,Aug,190325.1811,5863,32.46,197438.1116,-3.74,35.4
2014-08-13,Wed,Aug,197698.1186,6092,32.45,205114.1289,-3.75,35.4
2014-08-14,Thu,Aug,177908.8356,5485,32.44,184687.5291,-3.81,35.4
2014-08-15,Fri,Aug,473321.8825,14587,32.45,491559.423,-3.85,35.4
2014-08-16,Sat,Aug,541600.8922,16686,32.46,562953.3708,-3.94,35.4
2014-08-17,Sun,Aug,239513.979,7380,32.45,249203.1208,-4.05,35.4
2014-08-18,Mon,Aug,255224.2226,7864,32.45,265532.5462,-4.04,35.4
2014-08-19,Tue,Aug,160372.0397,4941,32.46,167021.1578,-4.15,35.4
2014-08-20,Wed,Aug,171587.3323,5151,33.31,174723.1754,-1.83,35.4
2014-08-21,Thu,Aug,164208.0606,4928,33.32,167239.6488,-1.85,35.4
2014-08-22,Fri,Aug,376778.8357,11309,33.32,384006.0453,-1.92,35.4
2014-08-23,Sat,Aug,453633.474,13613,33.32,463250.0713,-2.12,35.4
2014-08-24,Sun,Aug,214392.4009,6424,33.37,218347.7978,-1.84,35.4
2014-08-25,Mon,Aug,316404.0623,9493,33.33,323293.3966,-2.18,35.4
2014-08-26,Tue,Aug,242824.5013,7619,31.87,259860.5125,-7.02,35.4
2014-08-27,Wed,Aug,274712.2533,8909,30.84,304334.7846,-10.78,35.4
2014-08-28,Thu,Aug,258066.1694,8400,30.72,287168.5661,-11.28,35.4
2014-08-29,Fri,Aug,594007.2132,19317,30.75,660937.8048,-11.27,35.4
2014-08-30,Sat,Aug,717096.7128,23310,30.76,797788.892,-11.25,35.4
